Organization Description,,Faculty Last,First Initial,,Faculty Name
MBA Programs,,DeJarnette,R,,"DeJarnette, R."
Law School - Instruction,,Price,D,,"Price, D."
Biology,,Hernandez Pacheco,R,,"Hernandez Pacheco, R."
Continuing Studies Credit,,Hendron,J,,"Hendron, J."
Continuing Studies Credit,,Haggerty,A,,"Haggerty, A."
MBA Programs,,Sanderson,S,,"Sanderson, S."
MBA Programs,,Murphy,F,,"Murphy, F."
Management,,Soule,D,,"Soule, D."
Art and Art History,,Bergoffen,D,,"Bergoffen, D."
Psychology,,Burns,E,,"Burns, E."
Economics,,VanDerwerken,A,,"VanDerwerken, A."
"Latin Am, Latino, & Iberian Studies",,Marambio Castro,M,,"Marambio Castro, M."
Biology,,Yao,N,,"Yao, N."
Biology,,Bird,S,,"Bird, S."
History,,Evans,R,,"Evans, R."
Finance,,Wu,G,,"Wu, G."
Management,,Chen,X,,"Chen, X."
Finance,,Meng,B,,"Meng, B."
Geography Department,,Spera,S,,"Spera, S."
"Languages, Literatures,and Cultures",,Magableh,A,,"Magableh, A."
Chemistry,,Williams,D,,"Williams, D."
Management,,Aronson,O,,"Aronson, O."
Management,,Courtney,C,,"Courtney, C."
Economics,,Persaud,A,,"Persaud, A."
Math & Computer Sciences,,Park,J,,"Park, J."
MBA Programs,,Polk,J,,"Polk, J."
Law School - Instruction,,Norris,L,,"Norris, L."
Jepson School - Instruction,,Coetsee,M,,"Coetsee, M."
Chemistry,,O''Neal,W,,"O''Neal, W."
"Languages, Literatures,and Cultures",,McCauley,N,,"McCauley, N."
History,,Kahn,M,,"Kahn, M."
Marketing,,Ring,A,,"Ring, A."
Law School - Instruction,,Mcguire,M,,"Mcguire, M."
MBA Programs,,Adams,L,,"Adams, L."
Law School - Instruction,,Cox,T,,"Cox, T."
Law School - Instruction,,Woodson,K,,"Woodson, K."
English,,Moxley,J,,"Moxley, J."
Continuing Studies Credit,,Baker,A,,"Baker, A."
Biology,,Aduse-Poku,K,,"Aduse-Poku, K."
Jepson School - Instruction,,Schillinger,D,,"Schillinger, D."
Political Science,,Lineberger,M,,"Lineberger, M."
Continuing Studies Credit,,Arco,D,,"Arco, D."
Continuing Studies Credit,,Griffin,P,,"Griffin, P."
Art and Art History,,Smith,S,,"Smith, S."
Finance,,Sabo,G,,"Sabo, G."
Sociology & Anthropology,,Diaz-Barriga,M,,"Diaz-Barriga, M."
Sociology & Anthropology,,Dorsey,M,,"Dorsey, M."
"Languages, Literatures,and Cultures",,Nousek,K,,"Nousek, K."
Law School - Instruction,,Hoehl,S,,"Hoehl, S."
Law School - Instruction,,King,D,,"King, D."
Math & Computer Sciences,,Lewis,A,,"Lewis, A."
Continuing Studies Credit,,Spires,R,,"Spires, R."
Rhetoric & Communication Studies,,Towns,A,,"Towns, A."
Management,,Dvorak,R,,"Dvorak, R."
"Latin Am, Latino, & Iberian Studies",,Ready,E,,"Ready, E."
Biology,,Brooks,E,,"Brooks, E."
Continuing Studies Credit,,Bridges,K,,"Bridges, K."
"Languages, Literatures,and Cultures",,Tan,J,,"Tan, J."
Continuing Studies Credit,,Shelton,A,,"Shelton, A."
Psychology,,Marcinowski,E,,"Marcinowski, E."
Math & Computer Sciences,,McGuire,T,,"McGuire, T."
"Languages, Literatures,and Cultures",,Kyuna,I,,"Kyuna, I."
Art and Art History,,Zevenbergen,J,,"Zevenbergen, J."
Law School - Instruction,,Dudley,S,,"Dudley, S."
Continuing Studies Credit,,Conway,R,,"Conway, R."
Biology,,Atkins,J,,"Atkins, J."
Continuing Studies Credit,,Poe,L,,"Poe, L."
Management,,LaFont,M,,"LaFont, M."
Accounting,,Williams,E,,"Williams, E."
Philosophy,,Mahlan,J,,"Mahlan, J."
MBA Programs,,Stancil,Y,,"Stancil, Y."
Theatre & Dance Operations,,Jackson,T,,"Jackson, T."
Art and Art History,,Mazow,L,,"Mazow, L."
Rhetoric & Communication Studies,,Wilkerson,F,,"Wilkerson, F."
Art and Art History,,Demps,M,,"Demps, M."
Biology,,Ryan,M,,"Ryan, M."
Music,,Deshler,D,,"Deshler, D."
Jepson School - Instruction,,Wilkins,D,,"Wilkins, D."
MBA Programs,,Hipple,J,,"Hipple, J."
Math & Computer Sciences,,Torres,M,,"Torres, M."
Political Science,,Sparacino,A,,"Sparacino, A."
Management,,Wheeler,L,,"Wheeler, L."
Continuing Studies Credit,,Geyer,S,,"Geyer, S."
Finance,,Kelly,R,,"Kelly, R."
Physics,,Subramaniasiva,B,,"Subramaniasiva, B."
Journalism,,Kapsidelis,T,,"Kapsidelis, T."
Art and Art History,,Myers,A,,"Myers, A."
